영화코드,영화명(국문),상영시간,장르,감독,배우1,배우2,배우3,참여 영화사1,참여 영화사2
20060370,중천,102.0,액션,조동오,정우성,김태희,정욱,(주)나비픽처스,CJ ENM
20060358,007 카지노 로얄,145.0,액션,마틴 캠벨,다니엘 크레이그,없음,없음,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20060396,올드미스다이어리,108.0,코미디,김석윤,예지원,최찬숙,지현우,(주)싸이더스,청년필름(주)
20060318,해피 피트,108.0,애니메이션,조지 밀러,로빈 윌리엄스,없음,없음,빌리지 로드쇼 픽쳐스,워너브러더스 코리아(주)
20060348,로맨틱 홀리데이,135.0,코미디,낸시 마이어스,카메론 디아즈,케이트 윈슬렛,없음,UIP코리아,UIP코리아
20060365,수면의 과학,106.0,코미디,미셸 공드리,가엘 가르시아 베르날,샤를로뜨 갱스부르,없음,퍼티잔,고몽
20060392,미스 리틀 선샤인,102.0,코미디,조나단 데이턴,그렉 키니어,토니 콜렛,없음,빅비치필름즈,이십세기폭스코리아(주)
20060391,묵공,132.0,전쟁,장지량,유덕화,안성기,시원,(주)에스씨에스엔터테인먼트,CJ ENM
20060389,오래된 정원,112.0,드라마,임상수,지진희,염정아,김응수,(주)MBC씨앤아이,롯데쇼핑㈜롯데엔터테인먼트
20060369,Mr.로빈 꼬시기,107.0,멜로/로맨스,김상우,엄정화,다니엘 헤니,오미연,(주)싸이더스,롯데쇼핑㈜롯데엔터테인먼트
20060388,위대한 탄생,100.0,드라마,캐서린 하드윅,케이샤 캐슬-휴즈,오스카 아이삭,없음,뉴라인 시네마,와이드 릴리즈(주)
20060353,해바라기,116.0,액션,강석범,김원진,김래원,김해숙,아이비젼엔터테인먼트(주),(주)쇼박스
20060383,부그와 엘리엇(애니),86.0,애니메이션,로저 알러스,마틴 로렌스,애쉬튼 커처,없음,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20060373,조용한 세상,107.0,드라마,조의석,김상경,박용우,한보배,(주)엘제이필름,(주)프라임엔터테인먼트
20060356,싸이보그지만 괜찮아,105.0,SF,박찬욱,임수정,정지훈,오달수,(주)모호필름,CJ ENM
20060364,저스트 프렌드,94.0,코미디,로저 컴블,라이언 레이놀즈,에이미 스마트,없음,㈜스튜디오이쩜영,없음
20060347,판의 미로 - 오필리아와 세 개의 열쇠,118.0,드라마,길예르모 델 토로,이바나 바쿠에로,더그 존스,세르지 로페즈,(주)디스테이션,(주)프라임엔터테인먼트
20060354,쏘우 3,108.0,공포(호러),대런 린 보우즈만,토빈 벨,쇼니 스미스,없음,(주)쇼타임,롯데쇼핑㈜롯데엔터테인먼트
20060393,비상,100.0,다큐멘터리,임유철,오만석,김치우,최태욱,(주)이모션픽처스,(주)이모션픽처스
20060315,플러쉬,84.0,애니메이션,데이빗 보워스,케이트 윈슬렛,없음,없음,CJ ENM,CJ ENM
20060351,팀 버튼의 크리스마스 악몽,77.0,애니메이션,헨리 셀릭,대니 엘프먼,크리스 서랜든,캐서린 오하라,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20060334,스텝 업,103.0,멜로/로맨스,앤 플레쳐,채닝 테이텀,제나 드완-타툼,없음,㈜스튜디오이쩜영,㈜스튜디오이쩜영
20060338,그해 여름,121.0,멜로/로맨스,조근식,이병헌,수애,오달수,케이엠컬쳐㈜,(주)쇼박스
20060337,디파티드,149.0,드라마,마틴 스코세이지,레오나르도 디카프리오,맷 데이먼,없음,워너브러더스 코리아(주),워너브러더스 코리아(주)
20060339,사랑할 때 이야기하는 것들,114.0,멜로/로맨스,변승욱,한석규,전소영,김지수,(주)오브젝트필름,(주)시네마서비스
20060283,애정결핍이 두 남자에게 미치는 영향,110.0,코미디,김성훈,백윤식,이혜영,봉태규,투모로우엔터테인먼트,아이러브시네마
20060264,악마는 프라다를 입는다,109.0,드라마,데이빗 프랭클,메릴 스트립,앤 해서웨이,없음,(주)퍼스트런,글뫼 주식회사
20060343,무지개 여신,117.0,멜로/로맨스,쿠마자와 나오토,이치하라 하야토,우에노 주리,없음,(주)동아수출공사,(주)동아수출공사
20060352,누가 그녀와 잤을까?,109.0,코미디,김유성,김사랑,하석진,김윤아,(주)태원엔터테인먼트,CJ ENM
20060311,어느 멋진 순간,117.0,드라마,리들리 스콧,러셀 크로우,마리옹 꼬띠아르,알버트 피니,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
20060340,프레스티지,126.0,스릴러,크리스토퍼 놀란,휴 잭맨,크리스찬 베일,없음,워너브러더스 코리아(주),워너브러더스 코리아(주)
20060261,열혈남아,118.0,드라마,이정범,설경구,김호연,조한선,(주)싸이더스,CJ ENM
20060301,데스노트,126.0,범죄,카네코 슈스케,후지와라 다쓰야,마츠야마 켄이치,없음,(주)엔케이컨텐츠,UIP코리아
20060316,사랑 따윈 필요 없어,119.0,멜로/로맨스,이철하,문근영,김주혁,도지원,(주)싸이더스,판커뮤니케이션
20060310,그루지 2,110.0,공포(호러),시미즈 다카시,사라 미셀 겔러,앰버 탬블린,없음,(주)프라임엔터테인먼트,(주)아이비젼 엔터테인먼트
20060277,타짜,139.0,드라마,최동훈,조승우,김혜수,백윤식,(주)싸이더스,(주)영화사참
20060279,마음이...,97.0,드라마,오달균,유승호,김향기,김동영,(주)화인웍스,(주)쇼박스
20060192,사일런트 힐,124.0,공포(호러),크리스토프 갱스,라다 미첼,로리 홀든,없음,(주)미로비젼,(주)미로비젼
20060292,거룩한 계보,126.0,드라마,장진,정재영,정준호,류성훈,(주)시네마서비스글로벌,CJ ENM
20060280,잔혹한 출근,108.0,코미디,김태윤,김수로,이선균,고은아,㈜게이트픽쳐스,CJ ENM
20060288,가을로,117.0,멜로/로맨스,김대승,유지태,엄지원,김경란,㈜영화세상,롯데쇼핑㈜롯데엔터테인먼트
20060281,가디언,138.0,액션,앤드류 데이비스,케빈 코스트너,애쉬튼 커처,없음,터치스톤 픽쳐스,비콘픽쳐스
20060284,라디오 스타,115.0,드라마,이준익,박중훈,안성기,김현아,(주)영화사아침,(주)씨네월드
20060278,DOA,85.0,액션,원규,제이미 프레슬리,데본 아오키,없음,(주)시네마서비스,(주)팬텀 엔터테인먼트 그룹
20060299,원피스 - 기계태엽성의 메카거병,92.0,애니메이션,우다 코우노스케,타나카 마유미,없음,없음,(주)엠케이픽처스 ,(주)토트엔터테인먼트
20060262,월드 트레이드 센터,127.0,드라마,올리버 스톤,니콜라스 케이지,마이클 페나,없음,파라마운트 픽쳐스,UIP코리아
20060003,2006 [통합]영화제/기획전/회고전 등,,없음,없음,없음,없음,없음,없음,없음
20060244,우리들의 행복한 시간,120.0,드라마,송해성,강동원,이나영,윤여정,(주)엘제이필름,상상필름(주)
20060257,가문의 부활 - 가문의 영광3,128.0,코미디,정용기,신현준,김원희,김수미,(주)태원엔터테인먼트,(주)쇼박스
20060236,폭력써클,101.0,액션,박기형,정경호,이태성,장희진,(주)태원엔터테인먼트,(주)다다픽쳐스
20060215,레이디 인 더 워터,109.0,판타지,M. 나이트 샤말란,폴 지아마티,브라이스 달라스 하워드,없음,레젼데리 픽쳐스,워너브러더스 코리아(주)
20060237,앤트 불리,88.0,애니메이션,존 A. 데이비스,줄리아 로버츠,니콜라스 케이지,없음,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
20060259,BB프로젝트,108.0,액션,진목승,성룡,고천락,없음,브에나비스타인터내셔널코리아,브에나비스타인터내셔널코리아
20060258,야연,112.0,사극,펑샤오강,장쯔이,갈우,오언조,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
20060291,잘 살아보세,120.0,코미디,안진우,김정은,이범수,이창환,(주)굿플레이어,롯데쇼핑㈜롯데엔터테인먼트
20060272,구미호 가족,102.0,코미디,이형곤,주현,최경원,박준규,(주)엠케이픽처스 ,(주)엠케이픽처스 
20060273,삼거리극장,120.0,뮤지컬,전계수,김꽃비,천호진,박준면,(주)엘제이필름,(주)프라임엔터테인먼트
20060250,귀향,120.0,드라마,페드로 알모도바르,페넬로페 크루즈,카르멘 마우라,없음,까날 플러스,해피송
20060229,아이스케키,107.0,드라마,여인광,신애라,박지빈,이재룡,(주)엠케이픽처스 ,(주)엠케이픽처스 
20060276,무도리,100.0,드라마,이형선,서영희,박인환,최주봉,(주)MBC씨앤아이,(주)싸이더스
20058467,갱스터 초치,94.0,드라마,개빈 후드,프리슬리 크웨니에개,모더시 마가노,없음,없음,없음
20060242,"연애, 그 참을 수 없는 가벼움",125.0,멜로/로맨스,김해곤,장진영,권지민,김승우,(주)굿플레이어,CJ ENM
20060234,"두뇌유희프로젝트, 퍼즐",91.0,범죄,김태경,문성근,주진모,홍석천,눈엔터테인먼트(주),(주)시네마서비스
20060151,괴물,119.0,SF,봉준호,송강호,변희봉,박해일,영화사청어람(주),(주)쇼박스
20060222,천하장사 마돈나,116.0,드라마,이해준,류덕환,백윤식,김윤석,(주)싸이더스,반짝반짝영화사(주)
20060241,일본침몰,135.0,드라마,히구치 신지,쿠사나기 츠요시,시바사키 코우,없음,(주)시네마서비스,거원시네마(주)
20060231,뚝방전설,94.0,액션,조범구,박건형,송요셉,이천희,(주)싸이더스,(주)쇼박스
20060232,센티넬,107.0,범죄,클락 존슨,마이클 더글라스,키퍼 서덜랜드,없음,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
20060233,플라이트93,110.0,범죄,폴 그린그래스,개리 코먹,오팔 알라딘,없음,유니버셜 픽쳐스,스튜디오 카날
20060225,예의없는 것들,121.0,액션,박철희,신하균,윤지혜,김민준,튜브픽쳐스(주),롯데쇼핑㈜롯데엔터테인먼트
20060247,해변의 여인,127.0,드라마,홍상수,고현정,김승우,송선미,(주)영화사봄,(주)미로비젼
20060177,전차남,100.0,멜로/로맨스,무라카미 마사노리,야마다 타카유키,나카타니 미키,없음,(주)엠케이픽처스 ,영화사 창
20060214,각설탕,124.0,드라마,이환경,임수정,박은수,김유정,(주)싸이더스,CJ ENM
20060245,원탁의 천사,105.0,코미디,권성국,하동훈,이민우,김상중,(주)시네마제니스 ,(주)쇼박스
20060140,레이크 하우스,98.0,멜로/로맨스,알레한드로 아그레스티,키아누 리브스,산드라 블록,없음,빌리지 로드쇼 픽쳐스,워너 브러더스 픽쳐스
20060240,13구역,85.0,액션,피에르 모렐,시릴 라파엘리,데이빗 벨,없음,까날 플러스,TF1 필름 프로덕션
20060224,신데렐라,94.0,공포(호러),봉만대,도지원,신세경,김도연,(주)미니필름,(주)쇼박스
20060219,마이애미 바이스,132.0,액션,마이클 만,콜린 파렐,제이미 폭스,공리,유니버셜 픽쳐스,UIP코리아
20060223,겁나는 여친의 완벽한 비밀,95.0,코미디,이반 라이트만,우마 서먼,루크 윌슨,없음,이십세기폭스코리아(주),이십세기폭스코리아(주)
20060197,몬스터 하우스,90.0,공포(호러),길 키넌,샘 러너,밋첼 머소,없음,소니 픽쳐스 애니메이션,소니픽쳐스릴리징코리아
20060220,"사랑하니까, 괜찮아",111.0,멜로/로맨스,곽지균,지현우,임정은,김송희,유비다임,(주)시네마서비스
20060218,다세포소녀,111.0,코미디,이재용,이종환,김옥빈,박진우,㈜영화세상,롯데쇼핑㈜롯데엔터테인먼트
20060212,게드전기 : 어스시의 전설,115.0,애니메이션,미야자키 고로,오카다 준이치,스가와라 분타,없음,스튜디오 지브리,(주)쇼박스
20060185,유레루,119.0,드라마,니시카와 미와,오다기리 죠,카가와 테루유키,없음,프리비젼엔터테인먼트,㈜씨네콰논코리아
20060210,스승의 은혜,93.0,공포(호러),임대웅,서영희,오미희,김응수,(주)오죤필름,(주)화인웍스
20060191,플라이 대디,100.0,드라마,최종태,이준기,이문식,김형일,(주)다인필름,(주)시네마서비스
20060147,한반도,147.0,드라마,강우석,조재현,안성기,차인표,(주)시네마서비스글로벌,CJ ENM
20060146,캐리비안의 해적 : 망자의 함,143.0,액션,고어 버빈스키,조니 뎁,올랜도 블룸,없음,월트 디즈니 픽쳐스,브에나비스타인터내셔널코리아
20060149,카,121.0,애니메이션,존 라세터,오웬 윌슨,폴 뉴먼,없음,브에나비스타인터내셔널코리아,브에나비스타인터내셔널코리아
20060202,유실물,88.0,공포(호러),후루사와 다케시,사와지리 에리카,오구리 슌,없음,쇼지쿠 컴퍼니,CJ ENM
20060194,가필드 2,77.0,애니메이션,팀 힐,빌 머레이,브레킨 메이어,없음,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
20060227,D-day-어느날 갑자기 세번째 이야기,92.0,공포(호러),김은경,이은성,유호린,김리나,(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,CJ ENM
20060204,포켓몬 레인저와 바다의 왕자 마나피,105.0,애니메이션,유야마 쿠니히코,오오타니 이쿠에,쉬라토리 유리,없음,(주)이수C&E,(주)쇼박스
20060208,네번째 층 - 어느날 갑자기 두번째 이야기,92.0,공포(호러),권호영,김서형,김유정,김현희,(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,CJ ENM
20060173,패스트 앤 퓨리어스 도쿄 드리프트,103.0,액션,저스틴 린,루카스 블랙,성 강,브라이언 티,유니버셜 픽쳐스,UIP코리아
20060158,사랑도 흥정이 되나요?,93.0,코미디,베르트랑 블리에,모니카 벨루치,제라르 드빠르디유,없음,피델라이트프로덕션,(주)엠케이픽처스 
20060119,개구리중사 케로로,59.0,애니메이션,사토 준이치,없음,없음,없음,TV 토쿄,롯데쇼핑㈜롯데엔터테인먼트
20060148,수퍼맨 리턴즈,153.0,SF,브라이언 싱어,브랜든 루스,케빈 스페이시,없음,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
20060207,2월 29일 - 어느날 갑자기 첫번째 이야기,91.0,공포(호러),정종훈,박은혜,백은진,김강식,(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,CJ ENM
20060193,울트라바이올렛,87.0,액션,커트 위머,밀라 요보비치,없음,없음,㈜스튜디오이쩜영,소니픽쳐스릴리징코리아
20060157,아랑,97.0,공포(호러),안상훈,송윤아,이동욱,김정우,㈜더드림앤드픽쳐스,(주)디알엠엔터테인먼트
20060160,아파트,90.0,공포(호러),안병기,고소영,강성진,장희진,(주)토일렛픽쳐스,(주)쇼박스
20060137,비열한 거리,141.0,액션,유하,조인성,천호진,김원진,(주)싸이더스,CJ ENM
20060180,파이스토리,78.0,애니메이션,베이커 하워드 E.,김형준,김현중,박정민,(주)에펙스디지탈,원더월드 LLC
20060196,얼음왕국 : 북극의 여름이야기(다큐),81.0,다큐멘터리,티에리 피안타니다,장 루이스 에티엔,없음,없음,(주)프라임엔터테인먼트,(주)유레카픽쳐스 
20060156,럭키 넘버 슬레븐,105.0,스릴러,폴 맥기건,조쉬 하트넷,브루스 윌리스,없음,롯데쇼핑㈜롯데엔터테인먼트,㈜코리아스크린
20060200,내 청춘에게 고함,126.0,드라마,김영남,김태우,김혜나,이상우,엔에이치케이 언터프라이즈 21,(주)이모션픽처스
